Timestamp,response_to_survey,has_black_highschool_child,racial_background,residence_city,school_city,city_clean,grade,school_type,school_district,school_name,age,gender,background_match_family,background_match_friends,background_match_teachers,background_match_students,background_match_coaches,background_match_team_members,background_match_social_media,school_size,racism_discussion_family,racism_discussion_friends,racism_discussion_teachers,racism_discussion_students,racism_discussion_coaches,racism_discussion_team_members,racism_discussion_social_media,experienced_name_calling,witnessed_exclusion,witnessed_bullying,frequency_witnessed_racism,emotional_response_to_racism,peer_reaction_to_racism,peer_actions_during_racism,attention_check_response,experience_description,knows_other_students_targeted,support_satisfaction,support_feedback,school_response_effectiveness,resources_sufficiency,feel_safe,school_inclusiveness,comfort_discussing_race,dei_effectiveness,comfort_reporting,barriers_to_reporting,suggested_improvements,comfort_advocating_black_youth,final_comments,interest_in_training,interest_in_certification,willing_to_pay_training,is_black,is_indigenous,feel_safe_score,support_score,school_response_score,dei_score,resources_sufficiency_score,comfort_discussing_race_score,comfort_reporting_score,comfort_advocating_score,interest_training_score,interest_certification_score
2024-07-20 13:24:33.364,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 1 child",Black (Your ancestors are African/Caribbean),Vancouver ,Vancouver ,Vancouver ,Grade 11,Public,School District 45 West Vancouver,,16,Male,Most have different backgrounds,Most have the same background as mine,They all have different backgrounds from mine,Most have different backgrounds,Most have the same background as mine,They all have different backgrounds from mine,Most have different backgrounds,501 to 1000,Sometimes,Never,Often,Rarely,Rarely,Often,Sometimes,"Yes, I have experienced this personally.","Yes, I have seen it happening at my school.","No, I haven't noticed this happening at my school but I have experienced this personally.",Rarely,I feel anxious or scared.,They oppose it / discourage it,"They react impulsively, becoming physical or verbal., They try to mediate or resolve the conflict.",Neutral,,"No, I do not know other Black students who have experienced anti-Black racism at their schools.",Very Dissatisfied,Na,Agree,Disagree,Safe,Slightly inclusive,Neutral,Moderately effective,Comfortable,Training and workshop ,Np,Neutral,,3 - Moderately interested,4 - Very interested,400.0,True,False,4.0,1.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0
2024-07-20 14:22:41.292,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 2 children",Black (Your ancestors are African/Caribbean),Victoria ,Victoria ,Victoria,Grade 11,Public,School District 61 Greater Victoria,,16,Male,They all have different backgrounds from mine,They all have the same background as mine,Most have the same background as mine,They all have the same background as mine,Most have different backgrounds,I don't know,Most have the same background as mine,501 to 1000,Rarely,Sometimes,Often,Rarely,Never,Often,Sometimes,"Yes, I have experienced this personally.","Yes, I have seen it happening at my school.","No, I haven't noticed this happening at my school but I have experienced this personally.",Never,I feel powerless or helpless.,They support / encourage it,"They join in or contribute to the behaviour., They report the incident to a teacher or authority., They personally intervene.",Neutral,,"Yes, I know other Black students who have experienced anti-Black racism at their schools.",Very Dissatisfied,Not effective ,Neutral,Agree,Safe,Extremely inclusive,Comfortable,Slightly effective,Very Comfortable,Student ,They should have classes on racism,Very Uncomfortable,,4 - Very interested,4 - Very interested,400.0,True,False,4.0,1.0,3.0,3.0,4.0,4.0,5.0,1.0,4.0,4.0
2024-07-22 08:29:00.356,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 1 child",Black (Your ancestors are African/Caribbean),Vancouver,Vancouver,,Grade 10,Public,School District 85 Vancouver Island North,,16,Male,Most have different backgrounds,They all have different backgrounds from mine,They all have different backgrounds from mine,I don't know,Most have different backgrounds,I don't know,Most have the same background as mine,501 to 1000,Never,Never,Often,Rarely,Sometimes,Never,Never,"No, I haven't noticed this at my school.","Yes, I have experienced this personally.","Yes, I have seen it happening to others at my school.",Sometimes,I feel anxious or scared.,They oppose it / discourage it,"They try to mediate or resolve the conflict., They report the incident to a teacher or authority., They distance themselves from the situation.",Neutral,,"No, I do not know other Black students who have experienced anti-Black racism at their schools.",Very Dissatisfied,Limiting interest,Neutral,Agree,Very Unsafe,Not inclusive at all,Very Uncomfortable,Very effective,Comfortable,Feeling unsure about the school’s policies on addressing racism.,"Incorporating diverse curriculum and resources that include perspectives and voices of Black authors, artists, and scholars.",Neutral,,5 - Extremely interested,3 - Moderately interested,420.0,True,False,1.0,1.0,3.0,5.0,4.0,1.0,4.0,3.0,5.0,3.0
2024-07-22 09:28:56.643,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 1 child",Black (Your ancestors are African/Caribbean),Victoria,Victoria,,Grade 10,Public,School District 61 Greater Victoria,,16,Male,I don't know,They all have different backgrounds from mine,They all have different backgrounds from mine,They all have different backgrounds from mine,They all have the same background as mine,Most have different backgrounds,Most have the same background as mine,More than 1000,Very Often,Often,Sometimes,Rarely,Never,Sometimes,Often,"Yes, I have seen it happening at my school.","Yes, I have seen it happening at my school.","Yes, I have seen it happening to others at my school.",Sometimes,I feel amused or entertained.,They ignore it / pretend it isn’t happening,They distance themselves from the situation.,Neutral,,"No, I do not know other Black students who have experienced anti-Black racism at their schools.",Neutral,Equity audits and action plans,Strongly Disagree,Agree,Unsafe,Moderately inclusive,Very Comfortable,Very effective,Uncomfortable,Worries about my child being labelled as a troublemaker or causing trouble.,"Host regular community events and discussions focused on diversity, equity, and inclusion.",Uncomfortable,,2 - Slightly interested,2 - Slightly interested,420.0,True,False,2.0,3.0,1.0,5.0,4.0,5.0,2.0,2.0,2.0,2.0
2024-07-22 09:28:40.254,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 1 child",Black (Your ancestors are African/Caribbean),Victoria,Victoria,,Grade 9,Public,School District 61 Greater Victoria,,15,Female,I don't know,They all have different backgrounds from mine,They all have the same background as mine,Most have different backgrounds,They all have different backgrounds from mine,They all have the same background as mine,I don't know,More than 1000,Never,Never,Never,Very Often,Rarely,Often,Never,"Yes, I have experienced this personally.","Yes, I have experienced this personally.","Yes, I have seen it happening to others at my school.",Sometimes,I feel powerless or helpless.,They support / encourage it,"They report the incident to a teacher or authority., They distance themselves from the situation., They offer support to the victim.",Neutral,,"Yes, I know other Black students who have experienced anti-Black racism at their schools.",Dissatisfied,Peer support networks,Agree,Disagree,Neutral,Slightly inclusive,Very Uncomfortable,Very effective,Comfortable,Lack of trust in the school’s ability to handle the situation effectively.,Implement mandatory anti-racism training for all staff members to ensure they are equipped to address incidents of racism effectively.,Very Comfortable,,5 - Extremely interested,2 - Slightly interested,440.0,True,False,3.0,2.0,4.0,5.0,2.0,1.0,4.0,5.0,5.0,2.0
2024-07-22 08:28:28.076,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 1 child",Black (Your ancestors are African/Caribbean),Vancouver,Vancouver,,Grade 9,Public,School District 85 Vancouver Island North,,15,Female,Most have different backgrounds,Most have different backgrounds,Most have the same background as mine,Most have different backgrounds,Most have different backgrounds,I don't know,They all have the same background as mine,200 to 500,Often,Rarely,Sometimes,Sometimes,Very Often,Very Often,Rarely,"Yes, I have seen it happening at my school.","Yes, I have experienced this personally.","Yes, I have seen it happening to others at my school.",Sometimes,I feel powerless or helpless.,They ignore it / pretend it isn’t happening,"They try to mediate or resolve the conflict., They join in or contribute to the behaviour., They distance themselves from the situation.",Neutral,,"No, I do not know other Black students who have experienced anti-Black racism at their schools.",Satisfied,Extracurricular Activities,Neutral,Agree,Very Unsafe,Slightly inclusive,Very Comfortable,Moderately effective,Neutral,Fear of retaliation against my child.,Implementing diversity and inclusion training for staff and students to increase understanding and awareness of racial issues.,Neutral,,3 - Moderately interested,2 - Slightly interested,450.0,True,False,1.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0
2024-07-22 08:30:40.902,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 1 child",Black (Your ancestors are African/Caribbean),Vancouver,Vancouver,,Grade 11,Public,School District 85 Vancouver Island North,,17,Female,They all have the same background as mine,I don't know,Most have different backgrounds,Most have the same background as mine,They all have different backgrounds from mine,I don't know,I don't know,501 to 1000,Never,Often,Sometimes,Rarely,Rarely,Very Often,Often,"Yes, I have seen it happening at my school.","Yes, I have seen it happening at my school.","No, I haven’t seen this happen at school or experienced this personally.",Rarely,I feel embarrassed or ashamed.,They ignore it / pretend it isn’t happening,"They react impulsively, becoming physical or verbal., They join in or contribute to the behaviour., They distance themselves from the situation.",Neutral,,"No, I do not know other Black students who have experienced anti-Black racism at their schools.",Neutral,Lack of advisory services,Neutral,Disagree,Very Unsafe,Moderately inclusive,Uncomfortable,Very effective,Neutral,Fear of being labeled as overly sensitive or exaggerating the situation.,Establishing partnerships with local Black community organizations and leaders to collaborate on initiatives and programs supporting Black students.,Neutral,,3 - Moderately interested,4 - Very interested,450.0,True,False,1.0,3.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,4.0
2024-07-22 09:29:06.241,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 1 child",Black (Your ancestors are African/Caribbean),Victoria,Victoria,,Grade 10,Public,School District 61 Greater Victoria,,16,Female,They all have the same background as mine,They all have different backgrounds from mine,They all have the same background as mine,Most have the same background as mine,Most have different backgrounds,Most have different backgrounds,I don't know,More than 1000,Rarely,Sometimes,Rarely,Sometimes,Never,Very Often,Often,"No, I haven't noticed this at my school.","No, I haven't noticed this at my school.","Yes, I have seen it happening to others at my school.",Always,I feel embarrassed or ashamed.,They ignore it / pretend it isn’t happening,"They try to mediate or resolve the conflict., They report the incident to a teacher or authority., They offer support to the victim.",Neutral,,I do not have other Black friends who are students at other schools in BC.,Dissatisfied,Equity and social justice clubs,Strongly Disagree,Strongly Agree,Unsafe,Slightly inclusive,Comfortable,Slightly effective,Very Uncomfortable,Belief that my child should handle the situation themselves.,Establish a designated safe space for Black students to seek support and connect with peers.,Comfortable,,4 - Very interested,2 - Slightly interested,450.0,True,False,2.0,2.0,1.0,3.0,5.0,4.0,1.0,4.0,4.0,2.0
2024-07-22 08:59:08.807,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 1 child",Black (Your ancestors are African/Caribbean),Vancouver ,Vancouver,,Grade 11,Public,School District 84 Vancouver Island West,,17,Female,They all have different backgrounds from mine,They all have the same background as mine,I don't know,Most have the same background as mine,Most have the same background as mine,They all have different backgrounds from mine,They all have different backgrounds from mine,More than 1000,Sometimes,Rarely,Never,Never,Often,Very Often,Often,"Yes, I have experienced this personally.","No, I haven't noticed this at my school.","No, I haven't noticed this happening at my school but I have experienced this personally.",Sometimes,I feel anxious or scared.,They support / encourage it,"They join in or contribute to the behaviour., They offer support to the victim., They personally intervene.",Neutral,,"Yes, I know other Black students who have experienced anti-Black racism at their schools.",Neutral,Anti-racism training for staff,Disagree,Neutral,Neutral,Very inclusive,Neutral,Moderately effective,Comfortable,Fear of being labeled as a troublemaker or difficult parent by school authorities.,Collaborate with local Black community organizations to provide additional resources and support.,Very Uncomfortable,,5 - Extremely interested,4 - Very interested,470.0,True,False,3.0,3.0,2.0,4.0,3.0,3.0,4.0,1.0,5.0,4.0
2024-07-22 08:58:39.276,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 1 child",Black (Your ancestors are African/Caribbean),Vancouver,Vancouver,,Grade 10,Public,School District 84 Vancouver Island West,,16,Female,I don't know,Most have different backgrounds,Most have different backgrounds,Most have the same background as mine,They all have different backgrounds from mine,They all have the same background as mine,They all have the same background as mine,501 to 1000,Very Often,Often,Rarely,Rarely,Often,Sometimes,Never,"No, I haven't noticed this at my school.","No, I haven't noticed this at my school.","No, I haven't noticed this happening at my school but I have experienced this personally.",Rarely,I feel amused or entertained.,They oppose it / discourage it,"They try to mediate or resolve the conflict., They distance themselves from the situation.",Neutral,,"No, I do not know other Black students who have experienced anti-Black racism at their schools.",Very Dissatisfied,Cultural events promoting unity,Neutral,Disagree,Safe,Slightly inclusive,Uncomfortable,Moderately effective,Neutral,Lack of confidence in the school’s ability to handle the situation sensitively and appropriately.,Develop mentorship programs specifically for Black students to provide support and guidance.,Neutral,,3 - Moderately interested,2 - Slightly interested,480.0,True,False,4.0,1.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0
2024-07-20 15:03:13.007,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 1 child",Black (Your ancestors are African/Caribbean),abbotsford,abbotsford,Abbotsford,Grade 12,Public,School District 34 Abbotsford,,17,Female,Most have the same background as mine,Most have different backgrounds,Most have different backgrounds,They all have the same background as mine,They all have the same background as mine,Most have the same background as mine,Most have the same background as mine,More than 1000,Very Often,Very Often,Sometimes,Often,Very Often,Rarely,Rarely,"Yes, I have seen it happening at my school.","Yes, I have seen it happening at my school.","Yes, I have seen it happening to others at my school.",Rarely,I feel powerless or helpless.,They ignore it / pretend it isn’t happening,They distance themselves from the situation.,Neutral,"On the school bus, someone threw my backpack out the window. I didn't report it because I didn't want to cause more problems.","No, I do not know other Black students who have experienced anti-Black racism at their schools.",Neutral,Teachers are very supportive.,Agree,Neutral,Neutral,Moderately inclusive,Neutral,Moderately effective,Neutral,Thinking it will get worse if reported,Implement anti-racism policies,Very Comfortable,Experiencing lower expectations from teachers,3 - Moderately interested,3 - Moderately interested,500.0,True,False,3.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0
2024-07-20 13:54:22.098,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 1 child",Black (Your ancestors are African/Caribbean),burnaby,burnaby,Burnaby,Grade 9,Public,School District 41 Burnaby,,12,Male,Most have the same background as mine,Most have the same background as mine,Most have the same background as mine,I don't know,They all have the same background as mine,Most have the same background as mine,They all have the same background as mine,More than 1000,Sometimes,Sometimes,Often,Often,Sometimes,Often,Sometimes,"Yes, I have experienced this personally.","Yes, I have experienced this personally.","Yes, and I have experienced this personally.",Sometimes,I feel embarrassed or ashamed.,They oppose it / discourage it,They join in or contribute to the behaviour.,Neutral,"Once on the school bus, someone deliberately didn't let me sit in an empty seat. I didn't report it because I didn't want to cause trouble.","No, I do not know other Black students who have experienced anti-Black racism at their schools.",Satisfied,Race equality training in schools,Agree,Agree,Safe,Moderately inclusive,Neutral,Very effective,Neutral,Feel helpless.,Organize cultural exchange events.,Very Comfortable,Sometimes I feel that teachers’ biases affect my grades.,5 - Extremely interested,3 - Moderately interested,500.0,True,False,4.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,5.0,3.0
2024-07-20 13:38:22.922,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 2 children",Black (Your ancestors are African/Caribbean),Surrey ,Surrey ,Surrey ,Grade 10,Public,School District 36 Surrey,,16,Male,Most have the same background as mine,They all have different backgrounds from mine,Most have different backgrounds,Most have different backgrounds,Most have the same background as mine,Most have the same background as mine,Most have different backgrounds,501 to 1000,Often,Rarely,Often,Sometimes,Often,Rarely,Sometimes,"Yes, I have experienced this personally.","Yes, I have seen it happening at my school.","Yes, I have seen it happening to others at my school.",Rarely,I feel amused or entertained.,They oppose it / discourage it,"They try to mediate or resolve the conflict., They offer support to the victim.",Neutral,,"Yes, I know other Black students who have experienced anti-Black racism at their schools.",Satisfied,.,Agree,Disagree,Unsafe,Very inclusive,Comfortable,Very effective,Comfortable,Teacher ,Training ,Comfortable,,4 - Very interested,2 - Slightly interested,500.0,True,False,2.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,2.0
2024-07-20 14:12:39.842,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 2 children",Black (Your ancestors are African/Caribbean),Surrey ,Surrey ,Surrey ,Grade 11,Public,School District 36 Surrey,,16,Male,Most have the same background as mine,They all have different backgrounds from mine,Most have different backgrounds,Most have different backgrounds,Most have the same background as mine,I don't know,They all have the same background as mine,200 to 500,Often,Rarely,Very Often,Sometimes,Often,Very Often,Sometimes,"Yes, I have seen it happening at my school.","Yes, I have experienced this personally.","No, I haven't noticed this happening at my school but I have experienced this personally.",Often,I feel embarrassed or ashamed.,They oppose it / discourage it,They report the incident to a teacher or authority.,Neutral,,"Yes, I know other Black students who have experienced anti-Black racism at their schools.",Very Dissatisfied,No working ,Disagree,Neutral,Safe,Not inclusive at all,Neutral,Moderately effective,Comfortable,Student ,Seminar ,Comfortable,,4 - Very interested,2 - Slightly interested,500.0,True,False,4.0,1.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0
2024-07-20 15:44:42.439,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 1 child",Black (Your ancestors are African/Caribbean),vancouver,vancouver,Vancouver,Grade 11,Public,School District 39 Vancouver,,16,Female,Most have the same background as mine,They all have the same background as mine,They all have the same background as mine,Most have the same background as mine,They all have the same background as mine,Most have different backgrounds,Most have the same background as mine,More than 1000,Often,Often,Sometimes,Often,Often,Often,Sometimes,"Yes, I have experienced this personally.","Yes, I have experienced this personally.","Yes, and I have experienced this personally.",Sometimes,I feel embarrassed or ashamed.,They oppose it / discourage it,"They react impulsively, becoming physical or verbal.",Neutral,"Once, a classmate said I run fast because I'm Black, which made me uncomfortable due to the stereotype,I reported it because I didn’t want these behaviors to become the norm; the school needed to know these issues exist.","Yes, I know other Black students who have experienced anti-Black racism at their schools.",Satisfied,Hosts multicultural events.,Agree,Agree,Neutral,Moderately inclusive,Comfortable,Very effective,Comfortable,Seems bothersome.,Increase diverse materials.,Comfortable,"Sometimes, I feel the school’s attention to racial issues is insufficient.",4 - Very interested,4 - Very interested,500.0,True,False,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0
2024-07-20 14:13:28.946,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 2 children",Black (Your ancestors are African/Caribbean),Vancouver,Vancouver,Vancouver,Grade 10,Public,School District 84 Vancouver Island West,,15,Male,They all have the same background as mine,Most have the same background as mine,Most have different backgrounds,Most have different backgrounds,Most have different backgrounds,Most have the same background as mine,Most have the same background as mine,501 to 1000,Often,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,"Yes, I have seen it happening at my school.","Yes, I have experienced this personally.","Yes, and I have experienced this personally.",Sometimes,I feel anxious or scared.,They support / encourage it,"They try to mediate or resolve the conflict., They report the incident to a teacher or authority.",Neutral,,"Yes, I know other Black students who have experienced anti-Black racism at their schools.",Dissatisfied,They are not enough,Agree,Disagree,Safe,Very inclusive,Comfortable,Moderately effective,Comfortable,Fear at some point ,To warned the racist,Comfortable,No,3 - Moderately interested,4 - Very interested,500.0,True,False,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0
2024-07-20 13:11:55.370,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 2 children",Black (Your ancestors are African/Caribbean),Vancouver ,Vancouver ,Vancouver ,Grade 11,Public,School District 38 Richmond,,15,Female,Most have the same background as mine,Most have different backgrounds,They all have different backgrounds from mine,Most have different backgrounds,Most have different backgrounds,Most have the same background as mine,They all have different backgrounds from mine,501 to 1000,Very Often,Rarely,Sometimes,Never,Sometimes,Rarely,Often,"No, I haven't noticed this at my school.","Yes, I have seen it happening at my school.","Yes, I have seen it happening to others at my school.",Sometimes,I feel powerless or helpless.,They support / encourage it,They report the incident to a teacher or authority.,Neutral,,"No, I do not know other Black students who have experienced anti-Black racism at their schools.",Dissatisfied,No black support ,Agree,Disagree,Very Unsafe,Slightly inclusive,Comfortable,Very effective,Comfortable,Don't kno,Awareness ,Comfortable,,4 - Very interested,4 - Very interested,500.0,True,False,1.0,2.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0
2024-07-20 14:02:56.028,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 1 child",Black (Your ancestors are African/Caribbean),Vancouver ,Vancouver ,Vancouver ,Grade 12,Public,School District 38 Richmond,,15,Female,Most have the same background as mine,They all have different backgrounds from mine,Most have different backgrounds,Most have different backgrounds,They all have different backgrounds from mine,Most have different backgrounds,Most have the same background as mine,501 to 1000,Sometimes,Rarely,Sometimes,Rarely,Very Often,Often,Rarely,"Yes, I have experienced this personally.","Yes, I have experienced this personally.","No, I haven't noticed this happening at my school but I have experienced this personally.",Sometimes,I feel powerless or helpless.,They oppose it / discourage it,"They join in or contribute to the behaviour., They offer support to the victim.",Neutral,,"Yes, I know other Black students who have experienced anti-Black racism at their schools.",Very Dissatisfied,No,Agree,Strongly Agree,Safe,Moderately inclusive,Very Uncomfortable,Very effective,Comfortable,Teachers,Don't know ,Comfortable,,4 - Very interested,4 - Very interested,500.0,True,False,4.0,1.0,4.0,5.0,5.0,1.0,4.0,4.0,4.0,4.0
2024-07-20 13:57:56.634,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 1 child",Black (Your ancestors are African/Caribbean),Vancouver ,Vancouver ,Vancouver ,Grade 11,Public,School District 39 Vancouver,,15,Male,Most have different backgrounds,Most have the same background as mine,They all have different backgrounds from mine,Most have different backgrounds,Most have different backgrounds,They all have different backgrounds from mine,Most have the same background as mine,501 to 1000,Often,Rarely,Sometimes,Rarely,Very Often,Often,Rarely,"Yes, I have seen it happening at my school.","Yes, I have seen it happening at my school.","Yes, and I have experienced this personally.",Sometimes,I feel anxious or scared.,They oppose it / discourage it,"They try to mediate or resolve the conflict., They personally intervene.",Neutral,,"Yes, I know other Black students who have experienced anti-Black racism at their schools.",Very Dissatisfied,I have no support in my school ,Neutral,Strongly Agree,Safe,Very inclusive,Very Uncomfortable,Moderately effective,Comfortable,My classmate ,Make laws,Comfortable,,4 - Very interested,4 - Very interested,500.0,True,False,4.0,1.0,3.0,4.0,5.0,1.0,4.0,4.0,4.0,4.0
2024-07-20 13:14:58.445,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 2 children",Black (Your ancestors are African/Caribbean),Vancouver ,Vancouver ,Vancouver ,Grade 11,Public,School District 45 West Vancouver,,15,Male,Most have different backgrounds,Most have different backgrounds,They all have different backgrounds from mine,Most have different backgrounds,They all have different backgrounds from mine,They all have different backgrounds from mine,Most have different backgrounds,200 to 500,Often,Rarely,Often,Sometimes,Sometimes,Never,Sometimes,"Yes, I have experienced this personally.","Yes, I have seen it happening at my school.","No, I haven't noticed this happening at my school but I have experienced this personally.",Rarely,I feel anxious or scared.,They support / encourage it,"They try to mediate or resolve the conflict., They distance themselves from the situation.",Neutral,,"No, I do not know other Black students who have experienced anti-Black racism at their schools.",Very Dissatisfied,No resources ,Agree,Neutral,Very Unsafe,Slightly inclusive,Comfortable,Very effective,Comfortable,Education resources ,,Comfortable,,4 - Very interested,3 - Moderately interested,500.0,True,False,1.0,1.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0
2024-07-20 14:09:17.824,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 2 children",Black (Your ancestors are African/Caribbean),Victoria ,Victoria ,Victoria,Grade 11,Public,School District 39 Vancouver,,15,Male,Most have the same background as mine,They all have different backgrounds from mine,Most have the same background as mine,Most have different backgrounds,Most have different backgrounds,They all have different backgrounds from mine,Most have the same background as mine,501 to 1000,Sometimes,Rarely,Often,Sometimes,Never,Often,Sometimes,"Yes, I have experienced this personally.","Yes, I have seen it happening at my school.","Yes, I have seen it happening to others at my school.",Often,I feel anxious or scared.,They support / encourage it,"They try to mediate or resolve the conflict., They distance themselves from the situation.",Neutral,,"Yes, I know other Black students who have experienced anti-Black racism at their schools.",Very Dissatisfied,"It because, it not working ",Agree,Neutral,Neutral,Moderately inclusive,Comfortable,Slightly effective,Comfortable,I am afraid of my teacher ,Counseling,Very Uncomfortable,,4 - Very interested,2 - Slightly interested,500.0,True,False,3.0,1.0,4.0,3.0,3.0,4.0,4.0,1.0,4.0,2.0
2024-07-20 13:06:28.630,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 2 children",Black (Your ancestors are African/Caribbean),Victoria ,Victoria ,Victoria,Grade 10,Public,School District 61 Greater Victoria,,14,Male,Most have the same background as mine,They all have different backgrounds from mine,Most have different backgrounds,Most have different backgrounds,They all have different backgrounds from mine,Most have the same background as mine,Most have different backgrounds,200 to 500,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,"Yes, I have seen it happening at my school.","Yes, I have seen it happening at my school.","Yes, I have seen it happening to others at my school.",Never,I feel powerless or helpless.,They oppose it / discourage it,"They react impulsively, becoming physical or verbal., They offer support to the victim.",Neutral,,I do not have other Black friends who are students at other schools in BC.,Satisfied,Nope,Agree,Agree,Neutral,Moderately inclusive,Comfortable,Moderately effective,Comfortable,Not sure,No,Comfortable,,3 - Moderately interested,3 - Moderately interested,500.0,True,False,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0
2024-07-20 13:46:48.245,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 2 children",Black (Your ancestors are African/Caribbean),Victoria ,Victoria ,Victoria ,Grade 11,Public,School District 71 Comox Valley,,17,Female,Most have the same background as mine,Most have different backgrounds,They all have different backgrounds from mine,Most have different backgrounds,Most have different backgrounds,Most have the same background as mine,They all have different backgrounds from mine,501 to 1000,Often,Sometimes,Rarely,Very Often,Rarely,Sometimes,Sometimes,"Yes, I have experienced this personally.","Yes, I have seen it happening at my school.","Yes, I have seen it happening to others at my school.",Never,I feel anxious or scared.,They oppose it / discourage it,They distance themselves from the situation.,Neutral,,"Yes, I know other Black students who have experienced anti-Black racism at their schools.",Neutral,No idea ,Agree,Agree,Unsafe,Moderately inclusive,Uncomfortable,Very effective,Neutral,My follow student ,Laws,Comfortable,,3 - Moderately interested,4 - Very interested,500.0,True,False,2.0,3.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0,4.0
2024-07-21 22:34:02.510,"Yes, I confirm that I am the parent/guardian of the child, I am over the age of 18, and I give permission for my child to participate.","Yes, I have 1 child",Black (Your ancestors are African/Caribbean),Coquitlam,coquitlam,,Grade 10,Public,School District 19 Revelstoke,,16,Male,They all have the same background as mine,Most have the same background as mine,They all have the same background as mine,Most have the same background as mine,They all have the same background as mine,They all have the same background as mine,They all have the same background as mine,501 to 1000,Often,Very Often,Often,Often,Often,Often,Often,"Yes, I have experienced this personally.","Yes, I have experienced this personally.","Yes, and I have experienced this personally.",Sometimes,I feel powerless or helpless.,They oppose it / discourage it,"They try to mediate or resolve the conflict., They report the incident to a teacher or authority.",Neutral,I didn't report it. I didn't think it would help.,"Yes, I know other Black students who have experienced anti-Black racism at their schools.",Neutral,I'm quite satisfied.,Agree,Agree,Safe,Moderately inclusive,Neutral,Moderately effective,Comfortable,My classmates stopped me.,I think black people should be included.,Very Comfortable,No opinion.,4 - Very interested,4 - Very interested,500.0,True,False,4.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0
